texto_review,sentimento_real,sentimento_previsto
Chegou antes do prazo.,1,1
"falta 1 pendente, paguei por 2 e chegou 1",1,0
"Super macia, adorei recomendo sim ",1,1
"Bom produto, entregue conforme especificações e dentro do prazo.",1,1
excelente,1,1
"Não cancelaram meu pedido na data certa, agora tenho que levar no correio",0,0
Recomendo!!!!!!!!,1,1
Entrega rápida e produtos de ótima qualidade ,1,1
"Produto de boa qualidade e acabamento para o preço que está sendo vendido. Apesar de não ser grande, cabe um notebook de até 17 polegadas confortavelmente. Tem zipers grandes com trilhos robustos. ",1,1
"Produto chegou em uma semana, embalagem bem protegida e tudo de ótima qualidade.",1,1
"Tentei varias vezes responder o e-mail de recebimento mais não consegui.
Esta é terceira compra que faço no baratheon e sempre fui muito bem atendido
continuem sempre assim.",1,1
Só recebi os 2 ventiladores. Não recebi pendente meia lua. ,0,0
"As cortinas são lindas e de otima qualidade,porém no anuncio não diz que são brancas e os ilhos são de plástico.Norigem mais gostei muito.",1,1
"Boa loja, s[o a entrega que poderia ser mais rápida.",1,1
Satisfeito,1,1
"Chamei até 2 pessoas da área e não conseguimos fazer funcionar. Só funcionou no ifone!! Nos andróides não funciona. Vou devolver para a loja vender para outro desavisado. Manual em inglês, site chines",0,0
Ótimo produto!!! Chegou muito antes da data prevista!!!,1,1
Tudo correto com minha compra...,1,1
Sempre compro neate site e nunca tive problemas,1,1
"Preço muito convidativo, entrega no prazo,produto bem embalado, mas deveria haver mais cuidado na embalagem, produto veio solto na caixa, poderia vir com protetores para evitar danos, que não houveram",1,1
Gostei de comprar com vcs ,1,1
Ótimo,1,1
"Tapete muito lindo, qualidade excelente, anti-derrapante muito bom, cantoneiras boas(nao fica levantando o canto pra tropeçar), facil de limpar. Eu amei, valeu cada centavo! enfim: Recomendo!! ",1,1
Sem surpresas desagradáveis. Td como planejado e chegou bem rápido ,1,1
Muito bonito porém Vinhedo quebrada ,0,1
"responsabilidade e correção com a compra
",1,1
Melhoria contínua ,1,1
"Amei minha compra..chegou antes do prazo.Acabamento dos quadros perfeito.
Parabéns lojas lannister e parceiros..",1,1
Faltou 1 produto.,0,0
"Ótimo produto,veio antes do prazo tudo como eu queria ,recomendo sim.",1,1
"FIZ MEU PEDIDO NA COR VERMELHA,PORÉM VOCÊS ME MANDARAM O ROSA SEM O MEU CONSENTIMENTO! ATITUDE DESRESPEITOSA! NÃO SOU OBRIGADA A FICAR COM UM PRODUTO ERRADO NO QUAL EU NÃO PEDI!!",0,0
Não cumpriu o prazo,0,1
"Produto veio correto, só achei muito pequeno. Não gostei por isso. Mas produto foi entregue no prazo tudo certinho. ",0,1
eu recomendo essa loja por ter pessoas de altismo comprometimento com os cliente e com produto de qualidade.,1,1
"não recebi o produto no prazo, porem endento que o problema não foi da loja, pois quando eu comprei em seguida tivemos a greve dos caminhoneiros. 
",1,0
Amei minha compra. lindaa a capa que peguei 😍😍😍 e resistente. Recomendo ?????,1,1
Gostei muito. Muito útil na cozinha!,1,1
Levou 15 dias pra chegar .. chegou tudo certo nada quebrado. ,1,1
"Tudo ok ,entregue antes do prazo!",1,1
Recebi o produto antes do prazo!! Tudo ok! Recomendo!,1,1
Meu produto que CANCELEI antes de gerar NFE ainda não chegou para eu recusar.,0,0
"Recebi a boneca com manchas no nariz e perna. Creio que seja do papel crepom que venho na caixa. Já abri Uma solicitação de atendimento, mas não obtive resposta.",0,0
Super recomendo,1,1
Produto chegou antes do prazo e tudo dentro da descrição;,1,1
PARABÉNS! ,1,1
Não entregaram meu produto,0,0
Tudo perfeito,1,1
"Entrega rápida e antes do prazo. 
Excelente! ",1,1
"Todo meu pedido foi cancelado, então não recebi meu headset e o estorno já foi realizado. Isto posto, não posso avaliar de maneira digna a loja supracitada.",0,0
"O controle veio errado eu pedi controle de home theater da Philco 660n e veio LE- 798.
Como faço para trocar?",0,0
Tudo perfeito,1,1
"Adorei meu relógio,muito lindo!",1,1
"Parabéns!!
Produto chegou rapidinho e muito bem embalado.",1,1
parabéns pela competência,1,1
Gostei muito do produto nao tem ardencia nos olhos e nem cheiro alisou 90% fos meus cabelos mais acho que da segunda vez ficara super liso.,1,1
Não recebi ainda o produto mas estou aguardando. Aguardo também um feedback da targaryen e lannister por onde efetuei a compra.,0,0
Estou satisfeito com o processo de compra mas não com o produto. O fone de ouvido é de má qualidade e o produto tem um manual de instruções muito ruim.,0,1
"Foi entregue no prazo, sem problemas.",1,1
Feliz com o produto. Entrega rápida e antes do prazo. Recomendo.,1,1
O quadro mais bonito que já vi! Entrega ágil e tudo muito bem embalado...,1,1
Excelente entrega antes da data prevista conforme produto do catálogo.,1,1
"GOSTEI DE COMPRAR O PRODUTO É BOM VEIO NO PRAZO.
",1,1
"Gostaria de receber ainda meu pedido. Fazia parte de um presente, mesmo q fora da data ainda preciso entregá-lo.",0,0
Tudo certo! Amei o produto!,1,1
Sempre comprei nesta loja. Recomendo com certeza.,1,1
não veio o produto que eu comprei.,0,0
não veio na cor q eu fiz a compra,0,0
Ate momento produto funcionando,1,0
Produtos entregues dentro do prazo e de boa qualidade...,1,1
"Estou muito satisfeita com a loja, obrigada!!!!",1,1
Achei apenas que o acabamento da peça podia ser melhor.,1,1
produto chegou em ordem e no prazo,1,1
"O produto chegou no prazo certo, mas não veio dentro da sua embalagem original conforme mostra a foto na compra, vem com embalagem de tester, a tampa veio toda torta. Parece produto chingling,.",0,1
otimo produto,1,1
Produto excelente,1,1
Tudo ok,1,1
"O carregador é muito bom, carrega em poucos minutos e garante horas de telefone, para carga completa basta pouco mais de 1 hora.",1,1
"Produto bom, conforme anunciado",1,1
Recomendo!,1,1
Tudo ok,1,1
"Comprei uma balança porém veio estragada, troquei as pilhas e ela mesmo assim não funciona, fiz a solicitação de devolução no mesmo dia, e até hoje nem o site nem a loja me retornou com uma posição.",0,0
Amei super recomendo.,1,1
Ótimo custo benefício... Comprei pra dar de presente e a pessoa adorou. Fragrância moderna e nada enjoativa. ,1,1
"Ótimo 
",1,1
Produto original e entrega rápida! Recomendo! ,1,1
Parabenizo a loja pela rápida entrega e a qualidade do produto. ,1,1
Comprei a quase 1 mês e ainda não recebi o produto.,0,0
Muito bom mesmo eu recomendo ,1,1
"Ainda não chegou , vou esperar até o dia 26, prazo que me foi dado. Duas estrelas, só por enquanto.",0,0
"Muito rápida a entrega.
O produto veio exatamente conforme esperado.",1,1
Muito bom recomendo,1,1
"Só achei a tampa do produto meio frágil, de resto parece ser muito boa.",1,1
Excelente,1,1
"Paguei pelo frete como sempre e deixaram num correio muito mas muito longe da minha casa, não terem deixado em minha casa nem foi o problema, mas poderiam muito bem deixar em um correio mais proximo!",0,1
lannister sempre sendo excelente na logística de entrega... Parabéns,1,1
Quase um mês no aguardo do produto! ,0,0
chegou no prazo.. bom produto,1,1
"O produto foi entregue no prazo, super recomendo a loja.",1,1
O RELOGIO É LINDO SURPREENDEU MINHAS EXPECTATIVA A ENTREGA NEM SE FALA FOI PRATICAMENTE DUAS SEMANAS ANTES DA DATA PREVISTA RECOMENDO A TODOS QUE TENHAM ALGUMA DUVIDA QUE COMPREM PRODUTO EXCELENTE. ,1,1
"Não recebi meu produto e só atualizaram o rastreio depois do prazo de entrega acabar. Correio mentiu dizendo que me neguei à receber.
Quero meu dinheiro de volta, inclusive o frete.",0,0
"Sempre entregam no prazo, sem avarias, sem estresses, muito bom, obrigado.",1,1
Estou muito satisfeito com os produtos. Parabéns aos lojistas.,1,1
"30min apos a compra, cancelei (tenho print). Mesmo assim vcs mandaram, sob orientação d devolver na entrega, q foi passada aos porteiros, q n devolveram. Já mandei msg p v6, q nd resolvem.Retirem pf!!",0,0
"Comprometimento
",1,1
"O PRODUTO AINDA NÃO FOI ENTREGUE, CONFORME PRAZO INFORMADO PELA EMPRESA E ATÉ O PRESENTE MOMENTO NÃO RECEBI NENHUMA EXPLICAÇÃO. É A PRIMEIRA VEZ QUE ACONTECE. ESTOU NO AGUARDO DO RETORNO LOJ AMERICANA",0,0
"Produto chegou no prazo esperado, de qualidade boa.",1,1
exelente,1,1
Compra foi uma bosta cade meu dinheiro,0,0
Tudo certo.,1,1
Entrega super atrasada,0,0
Sempre bom compra na stark,1,1
"Efetuamos pagamento no dia 19 de fevereiro. Pedido foi confirmado no dia 20 de fevereiro. 
Até hoje ( 17/03) não recebemos cartcuches.
Precisamos muito esses peças urgente. Muito prejuízo pela praz",0,0
chegou antes do previsto adorei,1,1
produto de boa qualidade,1,1
Produto conforme anunciado.,1,1
"Apesar de ter vindo com defeito,fui muito bem atendida e o problema rapidamente solucionado, agradeço imensamente!",1,1
Material top ,1,1
"Insatisfação total. Paguei o produto prontamente, depois de quase um mês recebi a mensagem que o produto estava indisponível.",0,0
"Recebi produto errado à uma semana. Aceitei mas o valor do produto entregue é menor. Pedi reembolso mas até agora nada, faz 9 dias já",0,0
Cadeira chegou em perfeito estado. Muito boa!,1,1
"A Empresa responsável já está enviando o 
produto correto. 
Foram muito atenciosos",1,1
"O produto de ótima qualidade, chegou embaladinho pra presente, lindo, lindo!!!",1,1
Eu recomendo a todos podem comprar nota 10.,1,1
Lençol de ótima qualidade! Cor um pouco mais clara do que na foto. ,1,1
Sem comentários. ,1,0
otimo vendedor,1,1
O produto chegou antes do esperado (mesmo com greve nos correios e feriado). Tudo muito bem embalado e de ótima qualidade. Ainda veio brinde. Ótima compra!,1,1
"excelente vendedor , recomendo ",1,1
"Ótima loja, ótimo vendedor cumpre oque diz ",1,1
"Uma loja excelente, entrega 🚚 rapida",1,1
Ótimo produto excelente qualidade entrega rápida.,1,1
bom,1,1
"produto bonito, chegou no prazo, recomendo",1,1
Super indico ,1,1
Tudo certo na entrega é produto muito bom recomendo,1,1
"Produto de qualidade. Chegou em perfeito estado.Recomendo este produto!
",1,1
Comprei dois kit para maquiagem chegou apenas um. Recomendo muito sempre comprei nas lannister sempre chegou certo primeira vez que não veio certo,0,1
"Ótimo e pratico ... Leve para qualquer lugar e treine 
.",1,1
recomendo,1,1
Prazo de entrega gigante e mesmo assim conseguiram atrasar a entrega.,0,1
a cortina e linda so qui na descricao do produto estava marcada com varao e veio sem o varao ,1,1
Boa loja !!! Recomendo !!!,1,1
Sempre dentro do prazo! Recomendo!,1,1
"adorei o produto , Boa qualidade , a entrega foi feita antes do prazo. estou muito satisfeita e comprarei de novo com certeza. ",1,1
"Produto bom, loja boa, mas ficou pequeno e não me serviu",1,1
Adorei o produto e a rapidez na entrega. Super recomendo!!!,1,1
"Qualidade do produto e show, vale muito apenas comprar no Site!",1,1
Comprei um secador da linha Collor e veio um da linha rainbow. Tentei devolver no site e aparece a mensagem que não é possível a troca.,0,0
Loja possui o produto mas não deseja enviar.,0,0
"LOJA QUE NÃO ENTREGA PRODUTOS COMPRADOS A MAIS 20 DIAS E DIZ QUE PRECISA DE MAIS 20 DIAS.
NOTA ZERO",0,0
Recomendo .... tudo ocorreu da maneira como deveria ser,1,1
Creme maravilhoso para dor nas pernas. Recomendo.,1,1
Otimo produto,1,1
Eu achei que era o tubo e quando chegou parecia um coco de pássaro. Não gostei de verdade.,0,0
Achei que demorou um pouco.,1,1
"Estou com a promessa de ser enviado hoje 17/03 mas não acredito que vá! Lamentável o stark colocar sua marca numa enrolação dessa.

Nem a nota fiscal recebi ainda!",0,0
"Feito de madeira q absorve umidade.. 
Não recomendo. Muito caro para o material utilizado. ",0,1
empresa super competente entregou bem antes do prazo todos os produtos em ótimo estado,1,1
Ótimo produto superou as expectativas. ,1,1
"Excelente qualidade !! Lindissimo !Preço maravilhos e entrega rapida !! Em resumo amei tudoooo
",1,1
"Sempre comprei na lannister, porém, não recebi meus produtos em tempo hábil.",0,0
Adorei o produto.,1,1
"Produto melhor que o esperado. Entrega super rápida. À vários anos que sou cliente lannister.COM, por isso, recomendo sempre à todos os meus amigos e familiares!",1,1
lannister sempre cumpre o prazo de entrega.,1,1
"O produto é lindo, porém é de péssima qualidade. os acabamentos são grosseiros, os parafusos para encaixe tem defeitos e não encaixam corretamente, enfim, é bonito mas péssimo em acabamento e montagem",0,0
"Recomendo!

p.s. Aos que tiverem problemas técnicos (placa sem dar vídeo ou boot), como eu, basta atualizar a BIOS da placa-mãe.",1,1
Estou muito satisfeita. Recebi o produto antes do prazo previsto.,1,1
 O produto não foi entregue em minha casa tive que ir no correio para buscar Paguei o frete mais o correio não entregou na minha casa tive q ir buscar você deveria questionar o serviço dos correios ,1,0
Produto não entregue no prazo fiz várias reclamações inclusive no reclama Aki mesmo assim veio faltando dois produtos só recebi ativador de cachos falaram que ainda entregaria essa semana vou aguarda,0,0
Entrega rápido,1,1
Muito bom chegou até ates do que eu esperava,1,1
"Produto ruim de má qualidade.
Laterais da cortina desfiando / desmanchando.
Para um produto de 165,00, não condiz .
Insatisfeito.
",0,0
Não recebi o pedido completo e consta como entregue ,0,0
"Recebi meu produto, porém com defeito, ele não funciona, aguardo um contato para resolver meu problema",0,0
Produtos de ótima qualidade. Ajudam demais nos penteados do dia a dia! ,1,1
Recebi bem rápido o produto. ,1,1
gostei demais,1,1
"Execelente negócio.
",1,1
ok,1,1
"Compra tranquila, produto entregue no prazo estimado.",1,1
"Veio até gamão, que não falava na descrição, fiquei feliz. O único porém é que o desenho do tabuleiro de xadrez é colado e não pintado.",1,1
Não recebi o produto ,0,0
Muito bom.,1,1
Excelente!!!,1,1
Comprei 2 produtos no mesmo pedido com os srs 1 chegou falta mais 1 .Fiquei surpreso em ver à nota fiscal com um único produto já que jogar pedido tem 2 .,1,0
Recomendamos,1,1
Recomendo tudo certo com a entrega e o produto.,1,1
1 dos produtos (o cavalo) nao veio. Favor verificar . Consta no site que foi entregue e isso nao ocorreu,0,0
parabens foi entregue antes do prazo fiquei muito feliz,1,1
"Varã grande, recomendo",1,1
Tudo como combinado,1,1
"Gostei muito! Linda! 
Ainda não usei... não posso avaliar se mantem gelado legal. ",1,1
nao recebi gostaria de estar recebendo o dinheiro de volta,0,0
Muito bom,1,1
"Não recebi, pedi reembolso e o crédito não entrou na conta ",0,0
"MEU PEDIDO FOI CANCELADO POR FALTA DE ESTOQUE. NÃO RECEBI O PRODUTO E A COBRANÇA AINDA ESTÁ NA MINHA FATURA. NÃO HOUVE ESTORNO!!!
QUERO UMA SOLUÇÃO!!!",0,0
"muita demora na entrega, produtos comprados com os demais chegaram à muito tempo.",0,0
Toalhas bem bonitas e as recebi no tempo determinado.,1,1
